10008,1200387,225400,672816
5012,2234098,30644,1715138
5019,888550,12100,699503
506B,236865,2725973,27775
506,410244,110768,327659
5089,248912,7987,197210
5103,881738,70525,632880
5158,1517441,89778,1149983
518,560712,359516,72860
5257,8060,6906,6323
5285,436643,15099,348249
5314,14021,1688,11202
5325,3982649,213592,3008893
538,1141937,248181,612884
53,1524637,90791,1137231
5403,361269,12110,287665
5458,745582,238446,336911
545,81234,6784,65304
547,1208529,246565,657358
5511B,3933188,263339,2926357
5525,361699,34143,289985
5536,2677906,272953,1880743
5558,366348,246915,2146
5561,53580,5757,41719
5570B,955307,138131,588243
5589,3204979,155488,2474890
5602B,1294498,151482,842144
5614,2650534,120800,2067580
5615,516893,86525,334020
5617,8356877,115330,6705916
5622,1189026,30647,989500
5627,2741788,234548,1957350
5632,9291,1650,7297
5646,2043801,159737,1506414
5649,1724281,110652,1287766
564,2052044,279378,1302674
5661,2315012,213091,1767076
5672,229343,7449,178072
5673,176967,36339,140121
5686,2124256,128795,1610260
5695,184086,38193,144772
5704,1492832,118881,1090721
5710,1521732,116828,1140773
5717,362553,16662,288453
5718,1604601,22372,1249111
5722,1844388,119105,1406058
5739,2310782,199715,1679572
5740,3747259,130357,2898722
5746,3425852,78102,2712730
5750,3278686,192129,2504148
5755,898635,200405,466815
5761,1316969,110216,953921
5762,747222,158813,425925
5772,2613702,313035,1743153
5784,2376464,151348,1774296
5786,2928472,180661,2225082
5790,996864,149439,627748
5791,729659,104574,479638
5792,1975203,158822,1425151
5800,1571417,152988,1114419
5818,544032,136570,253932
5831,1198257,127790,818176
5832,160434,13683,128100
5839,637188,157753,313645
583,75479,4657,61947
5842,1175050,293381,584753
5883,3516888,88999,2758830
5895,449359,24729,350708
5925B,286053,110097,103523
5928,1011988,64724,770159
5940,785900,10575,629612
5956,2371520,152597,1681580
5957,2642029,207850,1912191
5971B,2203933,285167,1345680
6013,378911,210846,165386
6051,193416,7642,152650
6059,115019,8207,90127
6063,219983,9297,170197
6121,4780903,61820,3800862
6143B,2739352,43354,2143254
6152,2223578,30211,1742692
6172,186731,16205,145670
6188,784536,60443,590387
6196,4719609,204509,3733131
6206,284480,9737,226859
6218,4596027,148252,3592941
6224,577220,152873,260557
6230,153709,5298,121610
6260,2275549,31845,1768297
6272,671434,22145,521615
6332,227536,225291,204277
6336,149948,5344,119387
6339,4374616,64661,3402190
6347,668205,23325,527150
6368,3025051,234067,2208197
6385,967034,169976,577205
6430,835936,264062,359427
6446,1957795,28031,1526272
6457,77217,3827,62996
6485,1344070,49213,960944
648,452056,14243,355605
6523,1345589,19763,1089943
6533,69037,3899,54077
6540,2173051,275768,1407382
6549,2409967,260482,1654753
6562,3930679,338429,2571589
6629,1130248,210333,629847
664,1016475,243953,531920
674,1767472,211877,1150863
6803B,516287,294890,44956
6894,1306362,19663,1036259
6913,198370,8218,158609
6927,881692,134497,548494
6928,66265,5162,51476
6970,89454,3322,70331
699,443032,300418,11968
7071,2517062,34646,1947069
7089,865239,92216,598469
7123,2368599,32159,1870959
7132,1670178,51474,1307753
7162,294648,3470,255339
720,675199,21160,526649
7230,3598426,370306,2716022
7248,2401118,237775,1706697
7250,3455844,47651,2694078
7252B,1239750,173906,737523
7275,1348587,316770,661882
7282,146529,5389,118580
7306,2773300,38312,2170979
7312,2678058,296804,1647336
7315,1963892,188457,1369405
7373,6883,1859,5426
7386,1541939,23126,1200937
7391,118487,1686,107381
7400,637346,245362,176274
7402,3587006,204011,2733871
741,215842,91508,70977
7431,1003897,422595,490455
7446,810486,192025,413731
7451,2953065,27202,2322163
7513,781489,117506,482737
7595,4453804,113621,3562149
759,4574959,117112,3724725
7620B,210156,99812,40740
7739B,369566,214270,28700
7774,1854411,262827,1191057
7783,14529,7380,11059
7808,1539069,23750,1206941
781,1283536,160919,814929
783,1601315,44123,1275134
7857,325705,134759,99850
795,829262,11993,629072
8073,3633065,57507,2835377
810,1414133,257202,851512
8111,277362,8625,228744
8126,4505508,267594,3330871
8136,446356,5874,386069
8137,1371915,28417,1076909
8186,338090,70220,278535
8195,83831,13528,66620
8205,1594933,222662,1012925
8256,777213,22741,627049
82,1720745,139753,1208175
8304,39920,5981,32495
8315,2560036,222955,1823404
8320,354766,4752,284658
8330,1961976,27303,1531428
8333,506630,90832,283775
8384,206077,7779,163625
8398,817257,164248,445817
8413,1699931,389077,830319
8485,3176204,390868,1989810
8494,408166,5170,348211
8525,2492681,124307,1901082
8539,437020,225886,76079
8559,2169843,232672,1489138
8573,1648964,100889,1267858
8599,3858294,199230,2961525
8601,2445792,373148,1389459
8607,3598224,133373,2777981
8613,164797,106748,12763
8621,1418953,125480,1028746
8674,1287319,128785,841860
8678,610357,169563,290058
8694,259559,166382,18075
8704,629602,153719,329686
871,85296,13704,67006
8727,759300,94392,527856
8857B,248924,8378,192897
8857,20483822,495594,16555679
8864,3782057,53566,2887933
8879,431663,110661,237667
8902B,4803967,122032,3776382
8925,735674,18205,602322
8938,2040551,149373,1505345
8947B,90354,4854,69176
9043,154158,67023,120530
9047B,971667,146899,563772
9053,1868259,122228,1381865
9080,10490591,140855,8203540
9102,1591139,69862,1216960
9137,594439,67185,416567
9210,1008595,16061,781551
9225,201807,4503,175387
9249B,186077,6659,147770
9249,1480361,25353,1164925
9250,2464911,32169,1924447
9271,1161964,111769,808113
9291B,3055369,104598,2398227
9300,1661079,23589,1301020
9318,87229,5345,68137
9346,672190,120048,392610
9347,119527,1704,108363
9364,1069431,15749,850701
9380,2026064,27890,1570964
9419,155713,78190,45361
9457,4531281,430533,2917461
9461,1012206,261624,488158
9499,2784015,214781,2019072
9506,1806158,131335,1314939
9541,1636937,182559,1125996
9570,1968409,71434,1543144
9580,6585701,207768,5129507
9600,1779693,95467,1369548
9662,550276,8934,438544
9699,12161708,174603,9498939
9715,4772948,288179,3686214
9719,2246858,152920,1625337
9721,2207460,164396,1648337
9751,1264190,127002,836820
9758,2085125,28950,1634675
9767,1498562,20204,1153924
9777,3000849,90877,2370351
9789,31558,5217,24552
9800,1972590,86125,1529779
9819,689525,8868,547161
9844,5299407,143382,4195597
9849,858511,103670,565304
9883C,184577,5932,143708
9919,5007715,129090,4001908
9938B,1648380,103313,1243771
9951,2081031,26906,1659810
9978,413381,12927,326857
9990000,1368691,14148,1075584
9990039,2348289,24865,1849337
9990041,1908522,19395,1528875
9990045,475489,129354,210351
9990054,1932269,285112,1113045
9990062,2363416,29770,1853911
9990082,1318971,14057,1026600
9990088,342453,168130,59794
9990091,3675612,60937,2918762
9990099,1917655,185159,1214689
9990101,2330035,234559,1433043
9990120,2859039,30813,2258039
9990126,1517670,27115,1173344
9990127,1163257,15336,917424
9990131,289678,154913,23004
9990136,1631520,148042,1055968
9990137,1578391,27134,1254105
9990153,784984,162620,408639
9990159,1352640,155293,836739
9990164,3260054,252105,2126162
9990166,6027460,71772,4805793
9990177,265547,96720,107401
9990179B,684444,451467,1799
9990180,3129267,505735,1910168
9990197,3042571,291033,1952577
9990216,1220885,14566,972049
9990220,1704863,20995,1314771
9990243,963032,10981,759586
9990253,246964,3773,192715
9990255,1004531,133739,594511
9990260,2706206,27301,2140913
9990270,1833454,214674,1081674
9990275,2374037,212755,1538810
9990284,2258893,177756,1763606
9990287,737491,14067,580843
9990294,1491573,34718,1174226
9990295,1876899,19945,1494471
9990300,2043656,210362,1238954
9990309,1235473,13489,973665
9990311,1953143,240943,1253522
9990317,4159448,68363,3248868
9990320,3272236,97588,2586225
9990324,5114163,478159,3265242
9990332,810962,278803,392737
9990347,2495888,203475,1777235
9990348,6071693,88640,4776634
9990351,845210,9291,661385
9990358,2434206,45148,1930982
9990363,765253,183314,383729
9990368,788990,172146,374303
9990376,872224,145732,496551
9990389,1703076,16644,1350430
9990390,1274536,19666,987713
9990394,4842677,46480,3739177
9990407,1856120,36023,1441117
9990412,1466293,15359,1142292
9990417,996854,202264,499599
9990418,2716278,30455,2139169
9990421,1544244,37011,1215330
9990422,1121559,11013,863546
9990424,3398584,33443,2650023
9990425,298137,131244,85446
9990430,1257074,137239,755483
9990431,2151283,26210,1693199
9990481,552938,15951,425298
9990483,1401577,23945,1107542
9990488,2297,450,1787
9990489,4760682,48356,3760355
9990491,2191204,35336,1731341
9990496,1781417,182247,1122600
9990513,1744999,288624,984692
9990517,995858,168090,617175
9990531,1260689,204086,691562
9990547,3976823,570323,2724597
9990549,2726829,30186,2145031
9990559,1393603,139806,867952
9990564,995962,10062,776391
9990567,3687136,40745,2912651
9990571,2973980,29507,2338677
9990581,2460806,295088,1479206
9990585,677225,135288,366559
9990587,406984,95715,194997
9990589,1769154,324416,1005494
9990592,2842864,323467,1728296
9990594,1498092,162734,933563
9990607,4492216,42416,3402050
9990608,322367,4620,253763
9990612,7518428,570496,4932456
9990617,4031511,48921,3090996
9990672,951926,261563,386239
9990674,1822972,18103,1429920
9990678,1574241,21059,1237492
9990679,135767,66416,36724
9990682,419474,165095,118510
9990684,408353,13808,315613
9990694,1029403,11573,806371
9990696,1705011,167755,1063395
9990698,1943586,20890,1524293
9990699,492242,9040,368298
9990700,2107594,166442,1363983
9990716,1555685,16308,1224241
9990723,1820173,18915,1434576
9990727,3478729,37150,2704834
9990735,1553513,16636,1219201
9990739,1756966,20519,1387535
9990743,1050514,201247,547606
9990750,1428650,153942,897765
9990755,417109,226745,42988
9990756,240257,3824,188829
9990759,2764501,45379,2166197
9990762,1253219,32501,984712
9990771,1050367,165487,584743
9990779,937263,19704,716478
9990781,97759,64260,15697
9990789,448092,92395,229826
9990803,5997249,493339,3858747
9990808,2314725,22734,1794682
9990815,357180,63906,215591
9990864,956914,108041,593494
9990865,752731,123793,424287
9990867,484130,69285,285681
9990873,6305847,573832,4038326
9990877,1041367,327094,356764
9990879,6658403,546327,4346209
9990888,1458367,209497,841949
9990890,1174156,15138,924721
9990897,1515169,175324,943279
9990904,933611,12549,731827
9990911,2178785,22388,1743427
9990917,1124153,224512,569084
9990921,4145022,43263,3251730
9990924,207259,92120,56415
9990926,1387984,136333,863276
9990930,426231,67526,246056
9990931,2074136,220463,1276361
9990936,176544,33588,92298
9990944,3210312,48033,2546172
9990946,1900865,39310,1515172
9990949,2289308,22736,1794641
9990971,203558,94876,50713
9990987,6043960,417979,3977671
9990992,2696856,277380,1714058
9991003,656134,6979,513383
9991006,1638675,146814,1058931
9991007,1286756,177996,770133
9991057,1570288,14955,1202229
9991060,950503,125241,572283
9991061,1547463,16970,1205810
9991075,1714276,253942,974163
9991087,3058979,50789,2380355
9991090,3299220,31306,2556017
9991098,1329769,29196,1053880
9991111,2271311,24728,1790465
9991118,2467053,26590,1939851
9991119,227341,87691,87242
9991120,3259164,265887,2073807
9991121,261511,8368,206979
9991126,816066,8504,640316
9991129,856781,95021,531667
9991137,1284930,14215,1022018
9991144,1033024,11219,808448
9991145,768866,20051,595223
9991156,927976,156199,513284
9991161,287771,67684,140507
9991179,896942,206474,422246
9991195,5534518,68446,4307619
9991251,5175859,52502,4030282
9991256,959816,22847,745699
9991262,995882,135048,587191
9991264,1259400,13705,977681
9991267,1757146,20273,1371365
9991269,2217967,22574,1751900
9991278,4492111,338515,2948088
9991280,5889866,152444,4566317
9991282,2135551,231962,1313353
9991283,1513652,172266,942723
9991288,929293,9803,720506
9991295,98724,4707,75952
9991310,1985463,55173,1536077
9991314,1571214,22536,1245155
9991318,1864418,21962,1461632
9991320,1272549,18710,993620
9991321,1619749,152959,1025329
9991324,277703,104050,99861
9991329,2151528,22137,1694842
9991334,1640676,29989,1264160
9991342,3171120,43432,2508496
9991351,1667869,16692,1298895
9991354,2336190,24140,1828050
9991357,620410,115662,331982
9991358,1932472,24130,1508488
9991369,308918,105919,103280
9991373,630612,98679,357115
9991374,3133825,241924,2185649
9991375,4224900,105377,3300895
9991377,3123867,29912,2447499
9991390,1151535,30090,912259
9991448,634436,128307,307351
9991452,3184563,275998,2054801
9991454,2202727,21645,1691989
9991456,2284997,24789,1794234
9991460,1165007,12361,896401
9991465,420434,86381,205690
9991466,1110819,12570,874439
9991467,157900,47716,66175
9991487,1365691,222786,815349
9991492,4320802,427225,3268329
9991495,1165408,13194,918465
9991498,1211221,13571,946770
9991499,891338,9717,705847
9991503,3117318,31333,2452868
9991509,2159153,24060,1682259
9991511,2851032,70022,2252318
9991513,4047464,40514,3168199
9991522,2360358,24020,1881083
9991529,1028135,21420,808267
9991563,1486568,175593,906196
9991566,994187,219103,487292
9991578,388414,162431,193612
9991635,4053166,317056,2627750
9991636,1384821,339806,664953
9991637,538141,7783,418823
9991638,458309,13369,362023
9991639,796011,88806,499716
9991648,3693618,96930,2849940
9991652,109287,49749,32944
9991653,474332,8462,375590
9991655,1363200,13960,1075550
9991656,1552241,33047,1203875
9991657,826747,10129,650178
9991658,2215060,24066,1750745
9991663,1191251,15097,933275
9991666,2366585,89804,1844292
9991668,6050639,410057,4054787
9991673,1236259,26368,936930
9991683,470402,292639,171844
9991684,1762187,17680,1391985
9991687,114011,1712,88548
9991705,1812952,235567,1069952
9991707,3548111,46080,2763576
9991712,2164718,32103,1703922
9991723,2127577,21325,1673453
9991731,792889,8891,625993
9991738,1581621,16415,1243566
9991740,2149934,27445,1660484
9991741,446657,176852,118741
9991748,1457487,15846,1126348
9991752,2162243,38402,1704281
9991757,3521,2423,2540
9991762,1969107,21352,1531195
9991763,1026548,124889,629372
9991767,1073494,128352,657510
9991772,313351,14852,237773
9991825,1585123,16357,1244385
9991831,1843732,25894,1424955
9991838,6060831,2482883,4002098
9991843,1578391,211175,892688
9991844,2341490,22252,1841672
9991848,8233181,212638,6453825
9991868,1415043,14199,1084319
9991877,1954466,22658,1537878
9991881,742123,13739,583431
9991890,702089,10047,551649
9991900,4378240,411707,2789660
9991901,3324526,34898,2582887
9991907,2519478,24461,1962034
9991915,6641443,172264,5207180
9991917,4203506,46866,3317224
9991919,559399,277098,131009
9991929,819522,97319,507181
9991937,2787628,310375,1712207
9991938,1623748,210628,983402
9991941,604970,17939,476837
9991944,784788,776780,596030
9991951,1316552,147210,805484
9991954,1190350,219826,683143
9991959,3120805,33415,2440952
9991962,3360302,43528,2646456
9991966,1085702,126752,658557
9992112,1924410,168741,1226643
9992113,871293,9685,687439
9992114,2034525,21822,1611382
9992116,1755542,17583,1354315
9992118,2657134,74037,2060633
9992120,2500896,25444,1988134
9992123,464861,124802,214719
9992146,6420253,423067,4267676
9992152,4086606,300768,2755449
9992158,2384084,199649,1606522
9992159,3023790,30728,2379019
9992304,1828249,20788,1424541
9992331,1915526,38085,1507662
9992347,1819080,18657,1399357
9992503,146087,2906,111746
9992504,2003422,21271,1561723
9992512,4632835,44959,3640914
9992515,1236972,170215,719658
9992691,1316920,14519,1030726
9992696,774030,113911,440523
9992697,2839579,34991,2238676
9992705,1679725,19192,1317232
9992719,978225,12959,765676
9992721,1903938,54339,1496589
9992731,1001556,130043,602826
9992735,1519159,194342,924374
9992887,852323,9794,667602
9992888,305316,3746,234596
9992889,894846,110350,539599
9992892,289652,122403,106115
9992894,1703886,215660,1011103
9992902,519853,93322,276765
9992915,2389847,66836,1851028
9992917,312275,112195,98932
9992919,1844200,21455,1470465
9992925,3969111,281277,2611486
9993075,1125569,186988,633245
9993078,673552,140478,340140
9993086,579435,104867,319858
9993102,1251031,212018,697224
9993104,2045961,248051,1211372
9993112,2619916,200874,1727555
9993114,2553275,225931,1707823
9993265,3179204,38186,2483813
9993267,2384415,36490,1887124
9993269,2992300,294591,1828342
9993286,1486337,245520,817644
9993290,2059697,25515,1637734
9993307,2176643,22912,1715369
